,builderName,State,District,Location,Highway,Railway,Metro,busStop,closestEducationalInstituteDistance,closestHospitalDistance,closestMallDistance,closestBusinessParkDistance,flatNumber,flatType,Area,noOfBathrooms,Parking,pricePerSqFeet,totalPrice,Gym,swimmingPool,Garden,yogaArea,playArea,shoppingArea,ATM/Finance
166,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,1903,2,538,2,1,22500,12105000,1,0,1,1,1,0,0
167,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,1904,2,520,2,1,22500,11700000,1,0,1,1,1,0,0
168,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,2001,1,378,1,1,22500,8505000,1,0,1,1,1,0,0
169,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,2002,2,570,2,1,22500,12825000,1,0,1,1,1,0,0
170,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,2003,2,538,2,1,22500,12105000,1,0,1,1,1,0,0
171,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,2004,2,520,2,1,22500,11700000,1,0,1,1,1,0,0
172,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,2101,1,378,1,1,22500,8505000,1,0,1,1,1,0,0
173,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,2102,2,570,2,1,22500,12825000,1,0,1,1,1,0,0
174,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,2103,2,538,2,1,22500,12105000,1,0,1,1,1,0,0
175,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,2104,2,520,2,1,22500,11700000,1,0,1,1,1,0,0
176,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,2201,1,378,1,1,22500,8505000,1,0,1,1,1,0,0
177,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,2202,2,570,2,1,22500,12825000,1,0,1,1,1,0,0
178,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,2203,2,538,2,1,22500,12105000,1,0,1,1,1,0,0
179,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,2204,2,520,2,1,22500,11700000,1,0,1,1,1,0,0
180,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,2301,1,378,1,1,22500,8505000,1,0,1,1,1,0,0
181,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,2302,2,570,2,1,22500,12825000,1,0,1,1,1,0,0
182,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,2303,2,538,2,1,22500,12105000,1,0,1,1,1,0,0
183,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,2304,2,520,2,1,22500,11700000,1,0,1,1,1,0,0
344,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1101,2,831,2,1,27600,26430340,1,1,1,1,1,1,0
345,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1102,2,831,2,1,27600,26430340,1,1,1,1,1,1,0
346,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1201,2,831,2,1,27700,26513440,1,1,1,1,1,1,0
347,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1202,2,831,2,1,27700,26513440,1,1,1,1,1,1,0
348,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1301,2,831,2,1,27800,26596540,1,1,1,1,1,1,0
349,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1302,2,831,2,1,27800,26596540,1,1,1,1,1,1,0
350,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1401,2,831,2,1,27900,26679640,1,1,1,1,1,1,0
351,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1402,2,831,2,1,27900,26679640,1,1,1,1,1,1,0
352,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1501,2,831,2,1,28000,26762740,1,1,1,1,1,1,0
353,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1502,2,831,2,1,28000,26762740,1,1,1,1,1,1,0
354,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1601,2,831,2,1,28100,26845840,1,1,1,1,1,1,0
355,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1602,2,831,2,1,28100,26845840,1,1,1,1,1,1,0
356,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1701,2,831,2,1,28200,26928940,1,1,1,1,1,1,0
357,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1702,2,831,2,1,28200,26928940,1,1,1,1,1,1,0
358,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1801,2,831,2,1,28300,27012040,1,1,1,1,1,1,0
359,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1802,2,831,2,1,28300,27012040,1,1,1,1,1,1,0
360,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1901,2,831,2,1,28400,27095140,1,1,1,1,1,1,0
361,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1902,2,831,2,1,28400,27095140,1,1,1,1,1,1,0
362,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2001,2,831,2,1,28500,27178240,1,1,1,1,1,1,0
363,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2002,2,831,2,1,28500,27178240,1,1,1,1,1,1,0
364,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2101,2,831,2,1,28600,27261340,1,1,1,1,1,1,0
365,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2102,2,831,2,1,28600,27261340,1,1,1,1,1,1,0
366,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2201,2,831,2,1,28700,27344440,1,1,1,1,1,1,0
367,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2201,2,831,2,1,28700,27344440,1,1,1,1,1,1,0
368,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2301,2,831,2,1,28800,27427540,1,1,1,1,1,1,0
369,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2302,2,831,2,1,28800,27427540,1,1,1,1,1,1,0
370,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2401,2,831,2,1,28900,27510640,1,1,1,1,1,1,0
371,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2402,2,831,2,1,28900,27510640,1,1,1,1,1,1,0
372,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2501,2,831,2,1,29000,27593740,1,1,1,1,1,1,0
373,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2502,2,831,2,1,29000,27593740,1,1,1,1,1,1,0
374,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2601,2,831,2,1,29100,27676840,1,1,1,1,1,1,0
375,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2602,2,831,2,1,29100,27676840,1,1,1,1,1,1,0
376,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2701,2,831,2,1,29200,27759940,1,1,1,1,1,1,0
377,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2702,2,831,2,1,29200,27759940,1,1,1,1,1,1,0
378,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2801,2,831,2,1,29300,27843040,1,1,1,1,1,1,0
379,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2802,2,831,2,1,29300,27843040,1,1,1,1,1,1,0
380,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2901,2,831,2,1,29400,27926140,1,1,1,1,1,1,0
381,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2902,2,831,2,1,29400,27926140,1,1,1,1,1,1,0
382,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3001,2,831,2,1,29500,28009240,1,1,1,1,1,1,0
383,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3002,2,831,2,1,29500,28009240,1,1,1,1,1,1,0
384,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3101,2,831,2,1,29600,28092340,1,1,1,1,1,1,0
385,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3102,2,831,2,1,29600,28092340,1,1,1,1,1,1,0
386,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3201,2,831,2,1,29700,28175440,1,1,1,1,1,1,0
387,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3202,2,831,2,1,29700,28175440,1,1,1,1,1,1,0
388,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3301,2,831,2,1,29800,28258540,1,1,1,1,1,1,0
389,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3302,2,831,2,1,29800,28258540,1,1,1,1,1,1,0
390,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3401,2,831,2,1,29900,28341640,1,1,1,1,1,1,0
391,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3402,2,831,2,1,29900,28341640,1,1,1,1,1,1,0
392,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3501,2,831,2,1,30000,28424740,1,1,1,1,1,1,0
393,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3502,2,831,2,1,30000,28424740,1,1,1,1,1,1,0
394,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3601,2,831,2,1,30100,28507840,1,1,1,1,1,1,0
395,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3602,2,831,2,1,30100,28507840,1,1,1,1,1,1,0
396,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3701,2,831,2,1,30200,28590940,1,1,1,1,1,1,0
397,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3702,2,831,2,1,30200,28590940,1,1,1,1,1,1,0
398,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3801,2,831,2,1,30300,28674040,1,1,1,1,1,1,0
399,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3802,2,831,2,1,30300,28674040,1,1,1,1,1,1,0
400,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3901,2,831,2,1,30400,28757140,1,1,1,1,1,1,0
401,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3902,2,831,2,1,30400,28757140,1,1,1,1,1,1,0
402,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,4001,2,831,2,1,30500,28840240,1,1,1,1,1,1,0
403,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,4002,2,831,2,1,30500,28840240,1,1,1,1,1,1,0
404,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1101,2,831,2,1,27600,26430340,1,1,1,1,1,1,0
405,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1102,2,831,2,1,27600,26430340,1,1,1,1,1,1,0
406,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1201,2,831,2,1,27700,26513440,1,1,1,1,1,1,0
407,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1202,2,831,2,1,27700,26513440,1,1,1,1,1,1,0
408,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1301,2,831,2,1,27800,26596540,1,1,1,1,1,1,0
409,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1302,2,831,2,1,27800,26596540,1,1,1,1,1,1,0
410,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1401,2,831,2,1,27900,26679640,1,1,1,1,1,1,0
411,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1402,2,831,2,1,27900,26679640,1,1,1,1,1,1,0
412,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1501,2,831,2,1,28000,26762740,1,1,1,1,1,1,0
413,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1502,2,831,2,1,28000,26762740,1,1,1,1,1,1,0
414,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1601,2,831,2,1,28100,26845840,1,1,1,1,1,1,0
415,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1602,2,831,2,1,28100,26845840,1,1,1,1,1,1,0
416,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1701,2,831,2,1,28200,26928940,1,1,1,1,1,1,0
417,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1702,2,831,2,1,28200,26928940,1,1,1,1,1,1,0
418,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1801,2,831,2,1,28300,27012040,1,1,1,1,1,1,0
419,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1802,2,831,2,1,28300,27012040,1,1,1,1,1,1,0
420,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1901,2,831,2,1,28400,27095140,1,1,1,1,1,1,0
421,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1902,2,831,2,1,28400,27095140,1,1,1,1,1,1,0
422,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2001,2,831,2,1,28500,27178240,1,1,1,1,1,1,0
423,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2002,2,831,2,1,28500,27178240,1,1,1,1,1,1,0
424,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2101,2,831,2,1,28600,27261340,1,1,1,1,1,1,0
425,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2102,2,831,2,1,28600,27261340,1,1,1,1,1,1,0
426,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2201,2,831,2,1,28700,27344440,1,1,1,1,1,1,0
427,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2201,2,831,2,1,28700,27344440,1,1,1,1,1,1,0
428,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2301,2,831,2,1,28800,27427540,1,1,1,1,1,1,0
429,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2302,2,831,2,1,28800,27427540,1,1,1,1,1,1,0
430,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2401,2,831,2,1,28900,27510640,1,1,1,1,1,1,0
431,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2402,2,831,2,1,28900,27510640,1,1,1,1,1,1,0
432,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2501,2,831,2,1,29000,27593740,1,1,1,1,1,1,0
433,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2502,2,831,2,1,29000,27593740,1,1,1,1,1,1,0
434,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2601,2,831,2,1,29100,27676840,1,1,1,1,1,1,0
435,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2602,2,831,2,1,29100,27676840,1,1,1,1,1,1,0
436,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2701,2,831,2,1,29200,27759940,1,1,1,1,1,1,0
437,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2702,2,831,2,1,29200,27759940,1,1,1,1,1,1,0
438,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2801,2,831,2,1,29300,27843040,1,1,1,1,1,1,0
439,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2802,2,831,2,1,29300,27843040,1,1,1,1,1,1,0
440,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2901,2,831,2,1,29400,27926140,1,1,1,1,1,1,0
441,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2902,2,831,2,1,29400,27926140,1,1,1,1,1,1,0
442,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3001,2,831,2,1,29500,28009240,1,1,1,1,1,1,0
443,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3002,2,831,2,1,29500,28009240,1,1,1,1,1,1,0
444,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3101,2,831,2,1,29600,28092340,1,1,1,1,1,1,0
445,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3102,2,831,2,1,29600,28092340,1,1,1,1,1,1,0
446,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3201,2,831,2,1,29700,28175440,1,1,1,1,1,1,0
447,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3202,2,831,2,1,29700,28175440,1,1,1,1,1,1,0
448,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3301,2,831,2,1,29800,28258540,1,1,1,1,1,1,0
449,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3302,2,831,2,1,29800,28258540,1,1,1,1,1,1,0
450,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3401,2,831,2,1,29900,28341640,1,1,1,1,1,1,0
451,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3402,2,831,2,1,29900,28341640,1,1,1,1,1,1,0
452,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3501,2,831,2,1,30000,28424740,1,1,1,1,1,1,0
453,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3502,2,831,2,1,30000,28424740,1,1,1,1,1,1,0
454,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3601,2,831,2,1,30100,28507840,1,1,1,1,1,1,0
455,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3602,2,831,2,1,30100,28507840,1,1,1,1,1,1,0
456,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3701,2,831,2,1,30200,28590940,1,1,1,1,1,1,0
457,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3702,2,831,2,1,30200,28590940,1,1,1,1,1,1,0
458,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3801,2,831,2,1,30300,28674040,1,1,1,1,1,1,0
459,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3802,2,831,2,1,30300,28674040,1,1,1,1,1,1,0
460,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3901,2,831,2,1,30400,28757140,1,1,1,1,1,1,0
461,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3902,2,831,2,1,30400,28757140,1,1,1,1,1,1,0
462,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,4001,2,831,2,1,30500,28840240,1,1,1,1,1,1,0
463,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,4002,2,831,2,1,30500,28840240,1,1,1,1,1,1,0
464,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1103,4,1740,4,1,27600,59264100,1,1,1,1,1,1,0
465,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1203,4,1740,4,1,27700,59438100,1,1,1,1,1,1,0
466,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1303,4,1740,4,1,27800,59612100,1,1,1,1,1,1,0
467,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1403,4,1740,4,1,27900,59786100,1,1,1,1,1,1,0
468,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1503,4,1740,4,1,28000,59960100,1,1,1,1,1,1,0
469,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1603,4,1740,4,1,28100,60134100,1,1,1,1,1,1,0
470,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1703,4,1740,4,1,28200,60308100,1,1,1,1,1,1,0
471,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1803,4,1740,4,1,28300,60482100,1,1,1,1,1,1,0
472,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1903,4,1740,4,1,28400,60656100,1,1,1,1,1,1,0
473,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2003,4,1740,4,1,28500,60830100,1,1,1,1,1,1,0
474,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2103,4,1740,4,1,28600,61004100,1,1,1,1,1,1,0
475,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2203,4,1740,4,1,28700,61178100,1,1,1,1,1,1,0
476,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2303,4,1740,4,1,28800,61352100,1,1,1,1,1,1,0
477,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2403,4,1740,4,1,28900,61526100,1,1,1,1,1,1,0
478,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2503,4,1740,4,1,29000,61700100,1,1,1,1,1,1,0
479,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2603,4,1740,4,1,29100,61874100,1,1,1,1,1,1,0
480,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2703,4,1740,4,1,29200,62048100,1,1,1,1,1,1,0
481,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2803,4,1740,4,1,29300,62222100,1,1,1,1,1,1,0
482,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2903,4,1740,4,1,29400,62396100,1,1,1,1,1,1,0
483,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3003,4,1740,4,1,29500,62570100,1,1,1,1,1,1,0
484,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3103,4,1740,4,1,29600,62744100,1,1,1,1,1,1,0
485,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3203,4,1740,4,1,29700,62918100,1,1,1,1,1,1,0
486,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3303,4,1740,4,1,29800,63092100,1,1,1,1,1,1,0
487,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3403,4,1740,4,1,29900,63266100,1,1,1,1,1,1,0
488,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3503,4,1740,4,1,30000,63440100,1,1,1,1,1,1,0
489,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3603,4,1740,4,1,30100,63614100,1,1,1,1,1,1,0
490,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3703,4,1740,4,1,30200,63788100,1,1,1,1,1,1,0
491,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3803,4,1740,4,1,30300,63962100,1,1,1,1,1,1,0
492,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3903,4,1740,4,1,30400,64136100,1,1,1,1,1,1,0
493,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,4003,4,1740,4,1,30500,64310100,1,1,1,1,1,1,0
494,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1104,3,1051,3,1,27600,36331140,1,1,1,1,1,1,0
495,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1204,3,1051,3,1,27700,36436240,1,1,1,1,1,1,0
496,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1304,3,1051,3,1,27800,36541340,1,1,1,1,1,1,0
497,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1404,3,1051,3,1,27900,36646440,1,1,1,1,1,1,0
498,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1504,3,1051,3,1,28000,36751540,1,1,1,1,1,1,0
499,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1604,3,1051,3,1,28100,36856640,1,1,1,1,1,1,0
500,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1704,3,1051,3,1,28200,36961740,1,1,1,1,1,1,0
501,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1804,3,1051,3,1,28300,37066840,1,1,1,1,1,1,0
