,builderName,State,District,Location,Highway,Railway,Metro,busStop,closestEducationalInstituteDistance,closestHospitalDistance,closestMallDistance,closestBusinessParkDistance,flatNumber,flatType,Area,noOfBathrooms,Parking,pricePerSqFeet,totalPrice,Gym,swimmingPool,Garden,yogaArea,playArea,shoppingArea,ATM/Finance,cluster
163,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,1804,2,520,2,1,22000,11440000,1,0,1,1,1,0,0,1
164,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,1901,1,378,1,1,22500,8505000,1,0,1,1,1,0,0,19
165,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,1902,2,570,2,1,22500,12825000,1,0,1,1,1,0,0,1
166,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,1903,2,538,2,1,22500,12105000,1,0,1,1,1,0,0,1
167,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,1904,2,520,2,1,22500,11700000,1,0,1,1,1,0,0,1
168,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,2001,1,378,1,1,22500,8505000,1,0,1,1,1,0,0,19
169,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,2002,2,570,2,1,22500,12825000,1,0,1,1,1,0,0,1
170,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,2003,2,538,2,1,22500,12105000,1,0,1,1,1,0,0,1
171,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,2004,2,520,2,1,22500,11700000,1,0,1,1,1,0,0,1
172,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,2101,1,378,1,1,22500,8505000,1,0,1,1,1,0,0,19
173,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,2102,2,570,2,1,22500,12825000,1,0,1,1,1,0,0,1
174,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,2103,2,538,2,1,22500,12105000,1,0,1,1,1,0,0,1
175,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,2104,2,520,2,1,22500,11700000,1,0,1,1,1,0,0,1
176,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,2201,1,378,1,1,22500,8505000,1,0,1,1,1,0,0,19
177,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,2202,2,570,2,1,22500,12825000,1,0,1,1,1,0,0,1
178,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,2203,2,538,2,1,22500,12105000,1,0,1,1,1,0,0,1
179,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,2204,2,520,2,1,22500,11700000,1,0,1,1,1,0,0,1
180,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,2301,1,378,1,1,22500,8505000,1,0,1,1,1,0,0,19
181,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,2302,2,570,2,1,22500,12825000,1,0,1,1,1,0,0,1
182,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,2303,2,538,2,1,22500,12105000,1,0,1,1,1,0,0,1
183,Dem Phoenix,Maharastra,Mumbai,0,900,2000,1000,1000,1000,1900,1800,3800,2304,2,520,2,1,22500,11700000,1,0,1,1,1,0,0,1
184,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1101,2,831,2,1,27600,26430340,1,1,1,1,1,1,0,16
185,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1102,2,831,2,1,27600,26430340,1,1,1,1,1,1,0,16
186,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1201,2,831,2,1,27700,26513440,1,1,1,1,1,1,0,16
187,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1202,2,831,2,1,27700,26513440,1,1,1,1,1,1,0,16
188,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1301,2,831,2,1,27800,26596540,1,1,1,1,1,1,0,16
189,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1302,2,831,2,1,27800,26596540,1,1,1,1,1,1,0,16
190,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1401,2,831,2,1,27900,26679640,1,1,1,1,1,1,0,16
191,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1402,2,831,2,1,27900,26679640,1,1,1,1,1,1,0,16
192,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1501,2,831,2,1,28000,26762740,1,1,1,1,1,1,0,16
193,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1502,2,831,2,1,28000,26762740,1,1,1,1,1,1,0,16
194,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1601,2,831,2,1,28100,26845840,1,1,1,1,1,1,0,16
195,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1602,2,831,2,1,28100,26845840,1,1,1,1,1,1,0,16
196,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1701,2,831,2,1,28200,26928940,1,1,1,1,1,1,0,16
197,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1702,2,831,2,1,28200,26928940,1,1,1,1,1,1,0,16
198,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1801,2,831,2,1,28300,27012040,1,1,1,1,1,1,0,16
199,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1802,2,831,2,1,28300,27012040,1,1,1,1,1,1,0,16
200,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1901,2,831,2,1,28400,27095140,1,1,1,1,1,1,0,16
201,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1902,2,831,2,1,28400,27095140,1,1,1,1,1,1,0,16
202,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2001,2,831,2,1,28500,27178240,1,1,1,1,1,1,0,16
203,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2002,2,831,2,1,28500,27178240,1,1,1,1,1,1,0,16
204,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2101,2,831,2,1,28600,27261340,1,1,1,1,1,1,0,16
205,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2102,2,831,2,1,28600,27261340,1,1,1,1,1,1,0,16
206,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2201,2,831,2,1,28700,27344440,1,1,1,1,1,1,0,16
207,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2201,2,831,2,1,28700,27344440,1,1,1,1,1,1,0,16
208,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2301,2,831,2,1,28800,27427540,1,1,1,1,1,1,0,16
209,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2302,2,831,2,1,28800,27427540,1,1,1,1,1,1,0,16
210,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2401,2,831,2,1,28900,27510640,1,1,1,1,1,1,0,16
211,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2402,2,831,2,1,28900,27510640,1,1,1,1,1,1,0,16
212,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2501,2,831,2,1,29000,27593740,1,1,1,1,1,1,0,10
213,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2502,2,831,2,1,29000,27593740,1,1,1,1,1,1,0,10
214,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2601,2,831,2,1,29100,27676840,1,1,1,1,1,1,0,10
215,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2602,2,831,2,1,29100,27676840,1,1,1,1,1,1,0,10
216,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2701,2,831,2,1,29200,27759940,1,1,1,1,1,1,0,10
217,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2702,2,831,2,1,29200,27759940,1,1,1,1,1,1,0,10
218,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2801,2,831,2,1,29300,27843040,1,1,1,1,1,1,0,10
219,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2802,2,831,2,1,29300,27843040,1,1,1,1,1,1,0,10
220,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2901,2,831,2,1,29400,27926140,1,1,1,1,1,1,0,10
221,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2902,2,831,2,1,29400,27926140,1,1,1,1,1,1,0,10
222,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3001,2,831,2,1,29500,28009240,1,1,1,1,1,1,0,10
223,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3002,2,831,2,1,29500,28009240,1,1,1,1,1,1,0,10
224,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3101,2,831,2,1,29600,28092340,1,1,1,1,1,1,0,10
225,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3102,2,831,2,1,29600,28092340,1,1,1,1,1,1,0,10
226,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3201,2,831,2,1,29700,28175440,1,1,1,1,1,1,0,10
227,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3202,2,831,2,1,29700,28175440,1,1,1,1,1,1,0,10
228,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3301,2,831,2,1,29800,28258540,1,1,1,1,1,1,0,10
229,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3302,2,831,2,1,29800,28258540,1,1,1,1,1,1,0,10
230,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3401,2,831,2,1,29900,28341640,1,1,1,1,1,1,0,10
231,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3402,2,831,2,1,29900,28341640,1,1,1,1,1,1,0,10
232,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3501,2,831,2,1,30000,28424740,1,1,1,1,1,1,0,10
233,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3502,2,831,2,1,30000,28424740,1,1,1,1,1,1,0,10
234,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3601,2,831,2,1,30100,28507840,1,1,1,1,1,1,0,10
235,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3602,2,831,2,1,30100,28507840,1,1,1,1,1,1,0,10
236,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3701,2,831,2,1,30200,28590940,1,1,1,1,1,1,0,10
237,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3702,2,831,2,1,30200,28590940,1,1,1,1,1,1,0,10
238,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3801,2,831,2,1,30300,28674040,1,1,1,1,1,1,0,10
239,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3802,2,831,2,1,30300,28674040,1,1,1,1,1,1,0,10
240,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3901,2,831,2,1,30400,28757140,1,1,1,1,1,1,0,10
241,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3902,2,831,2,1,30400,28757140,1,1,1,1,1,1,0,10
242,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,4001,2,831,2,1,30500,28840240,1,1,1,1,1,1,0,10
243,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,4002,2,831,2,1,30500,28840240,1,1,1,1,1,1,0,10
244,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1101,2,831,2,1,27600,26430340,1,1,1,1,1,1,0,16
245,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1102,2,831,2,1,27600,26430340,1,1,1,1,1,1,0,16
246,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1201,2,831,2,1,27700,26513440,1,1,1,1,1,1,0,16
247,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1202,2,831,2,1,27700,26513440,1,1,1,1,1,1,0,16
248,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1301,2,831,2,1,27800,26596540,1,1,1,1,1,1,0,16
249,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1302,2,831,2,1,27800,26596540,1,1,1,1,1,1,0,16
250,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1401,2,831,2,1,27900,26679640,1,1,1,1,1,1,0,16
251,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1402,2,831,2,1,27900,26679640,1,1,1,1,1,1,0,16
252,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1501,2,831,2,1,28000,26762740,1,1,1,1,1,1,0,16
253,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1502,2,831,2,1,28000,26762740,1,1,1,1,1,1,0,16
254,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1601,2,831,2,1,28100,26845840,1,1,1,1,1,1,0,16
255,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1602,2,831,2,1,28100,26845840,1,1,1,1,1,1,0,16
256,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1701,2,831,2,1,28200,26928940,1,1,1,1,1,1,0,16
257,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1702,2,831,2,1,28200,26928940,1,1,1,1,1,1,0,16
258,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1801,2,831,2,1,28300,27012040,1,1,1,1,1,1,0,16
259,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1802,2,831,2,1,28300,27012040,1,1,1,1,1,1,0,16
260,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1901,2,831,2,1,28400,27095140,1,1,1,1,1,1,0,16
261,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1902,2,831,2,1,28400,27095140,1,1,1,1,1,1,0,16
262,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2001,2,831,2,1,28500,27178240,1,1,1,1,1,1,0,16
263,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2002,2,831,2,1,28500,27178240,1,1,1,1,1,1,0,16
264,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2101,2,831,2,1,28600,27261340,1,1,1,1,1,1,0,16
265,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2102,2,831,2,1,28600,27261340,1,1,1,1,1,1,0,16
266,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2201,2,831,2,1,28700,27344440,1,1,1,1,1,1,0,16
267,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2201,2,831,2,1,28700,27344440,1,1,1,1,1,1,0,16
268,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2301,2,831,2,1,28800,27427540,1,1,1,1,1,1,0,16
269,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2302,2,831,2,1,28800,27427540,1,1,1,1,1,1,0,16
270,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2401,2,831,2,1,28900,27510640,1,1,1,1,1,1,0,16
271,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2402,2,831,2,1,28900,27510640,1,1,1,1,1,1,0,16
272,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2501,2,831,2,1,29000,27593740,1,1,1,1,1,1,0,10
273,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2502,2,831,2,1,29000,27593740,1,1,1,1,1,1,0,10
274,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2601,2,831,2,1,29100,27676840,1,1,1,1,1,1,0,10
275,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2602,2,831,2,1,29100,27676840,1,1,1,1,1,1,0,10
276,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2701,2,831,2,1,29200,27759940,1,1,1,1,1,1,0,10
277,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2702,2,831,2,1,29200,27759940,1,1,1,1,1,1,0,10
278,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2801,2,831,2,1,29300,27843040,1,1,1,1,1,1,0,10
279,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2802,2,831,2,1,29300,27843040,1,1,1,1,1,1,0,10
280,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2901,2,831,2,1,29400,27926140,1,1,1,1,1,1,0,10
281,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2902,2,831,2,1,29400,27926140,1,1,1,1,1,1,0,10
282,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3001,2,831,2,1,29500,28009240,1,1,1,1,1,1,0,10
283,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3002,2,831,2,1,29500,28009240,1,1,1,1,1,1,0,10
284,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3101,2,831,2,1,29600,28092340,1,1,1,1,1,1,0,10
285,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3102,2,831,2,1,29600,28092340,1,1,1,1,1,1,0,10
286,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3201,2,831,2,1,29700,28175440,1,1,1,1,1,1,0,10
287,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3202,2,831,2,1,29700,28175440,1,1,1,1,1,1,0,10
288,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3301,2,831,2,1,29800,28258540,1,1,1,1,1,1,0,10
289,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3302,2,831,2,1,29800,28258540,1,1,1,1,1,1,0,10
290,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3401,2,831,2,1,29900,28341640,1,1,1,1,1,1,0,10
291,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3402,2,831,2,1,29900,28341640,1,1,1,1,1,1,0,10
292,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3501,2,831,2,1,30000,28424740,1,1,1,1,1,1,0,10
293,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3502,2,831,2,1,30000,28424740,1,1,1,1,1,1,0,10
294,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3601,2,831,2,1,30100,28507840,1,1,1,1,1,1,0,10
295,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3602,2,831,2,1,30100,28507840,1,1,1,1,1,1,0,10
296,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3701,2,831,2,1,30200,28590940,1,1,1,1,1,1,0,10
297,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3702,2,831,2,1,30200,28590940,1,1,1,1,1,1,0,10
298,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3801,2,831,2,1,30300,28674040,1,1,1,1,1,1,0,10
299,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3802,2,831,2,1,30300,28674040,1,1,1,1,1,1,0,10
300,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3901,2,831,2,1,30400,28757140,1,1,1,1,1,1,0,10
301,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3902,2,831,2,1,30400,28757140,1,1,1,1,1,1,0,10
302,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,4001,2,831,2,1,30500,28840240,1,1,1,1,1,1,0,10
303,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,4002,2,831,2,1,30500,28840240,1,1,1,1,1,1,0,10
304,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1103,4,1740,4,1,27600,59264100,1,1,1,1,1,1,0,5
305,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1203,4,1740,4,1,27700,59438100,1,1,1,1,1,1,0,5
306,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1303,4,1740,4,1,27800,59612100,1,1,1,1,1,1,0,5
307,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1403,4,1740,4,1,27900,59786100,1,1,1,1,1,1,0,5
308,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1503,4,1740,4,1,28000,59960100,1,1,1,1,1,1,0,5
309,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1603,4,1740,4,1,28100,60134100,1,1,1,1,1,1,0,5
310,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1703,4,1740,4,1,28200,60308100,1,1,1,1,1,1,0,5
311,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1803,4,1740,4,1,28300,60482100,1,1,1,1,1,1,0,5
312,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1903,4,1740,4,1,28400,60656100,1,1,1,1,1,1,0,5
313,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2003,4,1740,4,1,28500,60830100,1,1,1,1,1,1,0,5
314,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2103,4,1740,4,1,28600,61004100,1,1,1,1,1,1,0,5
315,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2203,4,1740,4,1,28700,61178100,1,1,1,1,1,1,0,5
316,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2303,4,1740,4,1,28800,61352100,1,1,1,1,1,1,0,5
317,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2403,4,1740,4,1,28900,61526100,1,1,1,1,1,1,0,5
318,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2503,4,1740,4,1,29000,61700100,1,1,1,1,1,1,0,5
319,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2603,4,1740,4,1,29100,61874100,1,1,1,1,1,1,0,5
320,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2703,4,1740,4,1,29200,62048100,1,1,1,1,1,1,0,5
321,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2803,4,1740,4,1,29300,62222100,1,1,1,1,1,1,0,5
322,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,2903,4,1740,4,1,29400,62396100,1,1,1,1,1,1,0,5
323,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3003,4,1740,4,1,29500,62570100,1,1,1,1,1,1,0,5
324,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3103,4,1740,4,1,29600,62744100,1,1,1,1,1,1,0,5
325,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3203,4,1740,4,1,29700,62918100,1,1,1,1,1,1,0,5
326,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3303,4,1740,4,1,29800,63092100,1,1,1,1,1,1,0,5
327,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3403,4,1740,4,1,29900,63266100,1,1,1,1,1,1,0,5
328,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3503,4,1740,4,1,30000,63440100,1,1,1,1,1,1,0,5
329,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3603,4,1740,4,1,30100,63614100,1,1,1,1,1,1,0,5
330,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3703,4,1740,4,1,30200,63788100,1,1,1,1,1,1,0,5
331,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3803,4,1740,4,1,30300,63962100,1,1,1,1,1,1,0,5
332,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,3903,4,1740,4,1,30400,64136100,1,1,1,1,1,1,0,5
333,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,4003,4,1740,4,1,30500,64310100,1,1,1,1,1,1,0,5
334,Vora Skyline,Maharashtra,Mumbai,1,200,1500,1900,450,1400,2800,500,4500,1104,3,1051,3,1,27600,36331140,1,1,1,1,1,1,0,11
